Slice;MSE;MAE;PSNR;SSIM;Weight
0;22246,184148;62,612930;28,676545;0,776666;96303
1;19088,276860;58,990578;29,341433;0,778180;96742
2;19300,303539;60,108328;29,293459;0,770006;97200
3;18066,403951;58,242873;29,580383;0,781596;97586
4;19457,365525;59,411419;29,258260;0,779424;97955
5;16015,684525;54,352457;30,103645;0,797565;98290
6;16854,380105;56,690844;29,881973;0,791178;98599
7;14530,371856;53,525027;30,526333;0,797846;98893
8;15139,397719;54,689088;30,348014;0,795674;99163
9;14647,472203;54,079267;30,491474;0,797911;99417
10;16316,339628;56,595588;30,022873;0,789713;99662
11;14363,665839;54,451842;30,576448;0,792590;99880
12;15323,877104;55,011151;30,295414;0,786857;100085
13;15716,040638;56,128952;30,185669;0,786174;100301
14;13786,225229;55,392539;30,754647;0,782500;100520
15;13867,258118;54,105679;30,729194;0,784343;100706
16;15602,587962;55,535249;30,217134;0,788392;100867
17;13508,397866;54,464978;30,843062;0,776338;101009
18;15377,362301;58,174227;30,280281;0,764110;101170
19;16540,503830;58,306883;29,963613;0,773903;101304
20;17427,334989;57,891741;29,736791;0,772708;101460
21;17337,523093;58,242936;29,759230;0,760898;101609
22;16547,054641;55,730420;29,961893;0,777865;101773
23;17144,336856;57,451191;29,807894;0,764910;101907
24;19147,856450;58,409978;29,327899;0,767682;102069
25;18341,008170;58,902026;29,514868;0,758257;102201
26;18296,189097;57,858534;29,525495;0,768434;102339
27;19234,448714;59,145039;29,308303;0,758522;102493
28;20147,338720;61,236456;29,106924;0,748162;102607
29;20013,865245;60,923058;29,135790;0,742647;102779
30;21346,421365;65,439604;28,855850;0,722896;102937
31;20830,562384;63,341165;28,962091;0,735617;103104
32;19931,740479;62,097717;29,153649;0,738335;103298
33;18896,915943;60,851423;29,385191;0,743989;103465
34;16330,555702;57,519996;30,019091;0,748807;103721
35;14077,916837;55,035469;30,663717;0,733529;103965
36;15645,037919;56,483555;30,205334;0,728296;104197
37;17281,269705;59,325034;29,773344;0,707692;104440
38;16480,148192;59,113555;29,979489;0,695791;104729
39;14932,777464;56,479596;30,407695;0,711435;105003
40;13350,852626;54,873228;30,894010;0,713627;105256
41;15007,751402;56,432157;30,385945;0,717373;105552
42;17896,799615;61,554771;29,621347;0,696161;105841
43;17862,100064;63,383728;29,629775;0,683283;106092
44;19049,310377;62,921007;29,350308;0,704723;106345
45;21713,309822;67,919280;28,781840;0,671154;106616
46;22346,053764;70,037764;28,657092;0,661635;106875
47;22505,784650;68,637358;28,626159;0,689329;107100
48;22418,428739;69,763637;28,643049;0,666110;107394
49;23357,984580;70,252011;28,464746;0,673704;107650
50;25682,374769;76,042029;28,052748;0,637938;107901
51;28839,318807;77,246281;27,549251;0,652239;108175
52;28811,459268;76,720253;27,553448;0,649634;108416
53;28954,898892;77,069900;27,531880;0,659252;108676
54;30549,322357;79,259137;27,299084;0,647394;108842
55;34739,101322;82,877974;26,740915;0,653818;108960
56;35376,392791;83,842299;26,661965;0,658856;109086
57;37950,373731;86,861804;26,356940;0,646105;109207
58;41878,367943;92,230849;25,929203;0,632242;109305
59;40133,103103;88,463743;26,114073;0,641295;109386
60;39210,055021;87,606812;26,215126;0,641066;109449
61;38358,564271;87,101975;26,310477;0,637791;109497
62;42008,961812;92,782979;25,915681;0,621190;109510
63;37223,693865;85,466144;26,440906;0,637436;109494
64;38279,224807;85,633444;26,319469;0,652453;109454
65;38178,866553;85,906253;26,330871;0,658780;109422
66;37216,616184;88,447847;26,441732;0,620550;109370
67;39157,212082;89,608940;26,220983;0,617357;109349
68;35877,882295;85,766666;26,600832;0,622839;109307
69;35636,507232;85,403329;26,630149;0,623542;109236
70;35214,513264;85,213634;26,681883;0,615983;109168
71;34944,269642;82,508884;26,715341;0,641969;109182
72;34510,402549;81,431578;26,769600;0,635737;109234
73;35195,675596;83,453077;26,684207;0,626739;109222
74;36524,246190;85,591534;26,523288;0,616215;109184
75;36299,981682;84,792297;26,550037;0,614567;109180
76;34781,559938;83,027779;26,735610;0,629571;109112
77;33798,829483;80,423102;26,860084;0,638866;109080
78;35527,648257;84,144001;26,643436;0,621546;109034
79;34025,569855;81,494721;26,831047;0,626187;109019
80;32736,710015;80,886619;26,998750;0,616796;108978
81;28731,588719;76,283173;27,565504;0,625479;108928
82;30339,602670;79,685887;27,329002;0,616619;108897
83;33214,771005;83,809118;26,935788;0,590300;108889
Total;24942,396567;69,545351;28,524452;0,702177;8819618
